L'a/chicken/vietnam/ncvd-279/2009_CLADE2.3.4.3',N264,D0.005868
I20,J152,KP0.208984830575
I20,J154,KP0.688997631871
I20,J156,KP0.208984830575
I20,J159,KP0.0575078929668
I20,J160,KP0.00173297701733
I20,J162,KP0.688997631871
I20,J166,KP0.688997631871
I20,J167,KP0.688997631871
I20,J168,KP0.688997631871
I20,J169,KP0.208984830575
I20,J170,KP0.00177656819716
I20,J180,KP0.688997631871
I20,J182,KP0.00158066485998
I20,J185,KP0.00216577708531
I20,J186,KP0.0019147150848
I20,J187,KP0.0575078929668
I20,J188,KP0.0032141020773
I20,J189,KP0.00250905137182
I20,J190,KP0.00366029144389
I20,J192,KP0.208984830575
I20,J193,KP0.0575078929668
I20,J194,KP0.0174018906558
I20,J195,KP0.208984830575
I20,J196,KP0.00294380313821
I20,J197,KP0.0575078929668
I20,J198,KP0.00528867546543
I20,J200,KP0.688997631871
I20,J201,KP0.688997631871
I20,J202,KP0.688997631871
I20,J203,KP0.688997631871
I20,J204,KP0.208984830575
I20,J206,KP0.32617937791
I20,J208,KP0.0033493261531
I20,J210,KP0.208984830575
I20,J212,KP0.00656088064357
I20,J222,KP0.688997631871
I20,J226,KP0.00393598275125
I20,J228,KP0.32617937791
I20,J230,KP0.00856935791522
I20,J234,KP0.00483218058429
I20,J238,KP0.00961517474315
I20,J240,KP0.00630146024796
I20,J241,KP0.0575078929668
I20,J242,KP0.0575078929668
I20,J244,KP0.00894705162021
I20,J246,KP0.208984830575
I20,J248,KP0.208984830575
I20,J249,KP0.688997631871
I20,J250,KP0.0575078929668
I20,J252,KP0.688997631871
I20,J254,KP0.32617937791
I20,J258,KP0.208984830575
I20,J264,KP0.688997631871
I22,J24,KP0.161389482064
I22,J25,KP0.0476157506376
I22,J26,KP0.00689933547814
I22,J28,KP0.917665764147
I22,J30,KP0.161389482064
I22,J31,KP0.88679540259
I22,J32,KP0.302940081521
I22,J36,KP0.0575078929668
I22,J37,KP0.00906179193793
I22,J38,KP0.0122246395003
I22,J40,KP0.866628541218
I22,J48,KP0.161389482064
I22,J50,KP0.0476157506376
I22,J51,KP0.911491498095
I22,J52,KP0.0128597141813
I22,J57,KP0.228040968094
I22,J58,KP0.805825817706
I22,J61,KP0.161389482064
I22,J62,KP0.0111048424509
I22,J69,KP0.246568074583
I22,J70,KP0.00554621918573
I22,J72,KP0.204130473363
I22,J73,KP9.39337604059e-05
I22,J74,KP0.0577417520062
I22,J76,KP0.165578742967
I22,J77,KP0.0575078929668
I22,J78,KP0.000172792052506
I22,J80,KP0.0518302843364
I22,J81,KP0.0476157506376
I22,J82,KP0.0624136125785
I22,J84,KP0.161389482064
I22,J85,KP0.0512637739703
I22,J86,KP0.000465515297571
I22,J87,KP0.0624136125785
I22,J88,KP0.0342641431236
I22,J90,KP0.109380113916
I22,J92,KP0.0512637739703
I22,J95,KP0.161389482064
I22,J96,KP0.0711643284856
I22,J97,KP0.0476157506376
I22,J98,KP0.00566048551273
I22,J99,KP0.313593323424
I22,J100,KP0.0476157506376
I22,J101,KP0.0120582757243
I22,J102,KP0.0365700724607
I22,J104,KP0.161389482064
I22,J105,KP0.228040968094
I22,J106,KP0.0711643284856
I22,J110,KP0.161389482064
I22,J112,KP0.236109002736
I22,J113,KP0.0711643284856
I22,J114,KP0.0352140744158
I22,J117,KP0.161389482064
I22,J118,KP0.161389482064
I22,J120,KP0.00972431066036
I22,J122,KP0.0357718238818
I22,J128,KP0.228040968094
I22,J132,KP0.161389482064
I22,J134,KP0.161389482064
I22,J136,KP0.0476157506376
I22,J141,KP0.0711643284856
I22,J142,KP0.0748689917862
I22,J143,KP0.805825817706
I22,J144,KP0.0589373212215
I22,J152,KP0.0575078929668
I22,J154,KP0.418976333539
I22,J156,KP0.236109002736
I22,J159,KP0.0476157506376
I22,J160,KP0.0824177014896
I22,J162,KP0.228040968094
I22,J166,KP0.805825817706
I22,J167,KP0.805825817706
I22,J168,KP0.313593323424
I22,J169,KP0.0711643284856
I22,J170,KP0.0638481007128
I22,J180,KP0.313593323424
I22,J182,KP0.0521472856832
I22,J185,KP0.0503213671642
I22,J186,KP0.0268807682553
I22,J187,KP0.0476157506376
I22,J188,KP0.0129460769885
I22,J189,KP0.0031492977877
I22,J190,KP0.203706718019
I22,J192,KP0.0575078929668
I22,J193,KP0.0476157506376
I22,J194,KP0.0102254988506
I22,J195,KP0.0575078929668
I22,J196,KP0.00184985557586
I22,J197,KP0.0476157506376
I22,J198,KP0.183861731898
I22,J200,KP0.228040968094
I22,J201,KP0.805825817706
I22,J202,KP0.418976333539
I22,J203,KP0.418976333539
I22,J204,KP0.236109002736
I22,J206,KP0.161389482064
I22,J208,KP0.00184486771031
I22,J210,KP0.0575078929668
I22,J212,KP0.165578742967
I22,J222,KP0.313593323424
I22,J226,KP0.00134136598059
I22,J228,KP0.161389482064
I22,J230,KP0.131642707782
I22,J234,KP0.0025221541349
I22,J238,KP0.102899092595
I22,J240,KP0.00142084623482
I22,J241,KP0.0476157506376
I22,J242,KP0.0476157506376
I22,J244,KP0.00284606674828
I22,J246,KP0.109380113916
I22,J248,KP0.0711643284856
I22,J249,KP0.418976333539
I22,J250,KP0.0476157506376
I22,J252,KP0.313593323424
I22,J254,KP0.161389482064
I22,J258,KP0.236109002736
I22,J264,KP0.675863377462
I24,J25,KP0.542133434937
I24,J26,KP0.0990009974418
I24,J28,KP0.242261503034
I24,J30,KP0.582934309737
I24,J31,KP0.582934309737
I24,J32,KP0.582934309737
I24,J36,KP0.492776887384
I24,J37,KP0.140661918182
I24,J38,KP0.0991943087285
I24,J40,KP0.582934309737
I24,J48,KP0.582934309737
I24,J50,KP0.161389482064
I24,J51,KP0.88679540259
I24,J52,KP0.0992796893318
I24,J57,KP0.582934309737
I24,J58,KP0.582934309737
I24,J61,KP0.582934309737
I24,J62,KP0.0992540579356
I24,J69,KP0.136921553656
I24,J70,KP0.0992999614993
I24,J72,KP0.144675028497
I24,J73,KP0.117258179161
I24,J74,KP0.0993242664899
I24,J76,KP0.155033585073
I24,J77,KP0.32617937791
I24,J78,KP0.120946070535
I24,J80,KP0.0993925047448
I24,J81,KP0.228040968094
I24,J82,KP0.228570725858
I24,J84,KP0.582934309737
I24,J85,KP0.232623759692
I24,J86,KP0.128605281717
I24,J87,KP0.190202765495
I24,J88,KP0.0992601389098
I24,J90,KP0.32617937791
I24,J92,KP0.140661918182
I24,J95,KP0.582934309737
I24,J96,KP0.32617937791
I24,J97,KP0.228040968094
I24,J98,KP0.149327997345
I24,J99,KP0.582934309737
I24,J100,KP0.313593323424
I24,J101,KP0.13179726279
I24,J102,KP0.0995681175867
I24,J104,KP0.582934309737
I24,J105,KP0.582934309737
I24,J106,KP0.242261503034
I24,J110,KP0.582934309737
I24,J112,KP0.32617937791
I24,J113,KP0.32617937791
I24,J114,KP0.182132485256
I24,J117,KP0.582934309737
I24,J118,KP0.582934309737
I24,J120,KP0.141797190921
I24,J122,KP0.0996650608528
I24,J128,KP0.582934309737
I24,J132,KP0.582934309737
I24,J134,KP0.582934309737
I24,J136,KP0.228040968094
I24,J141,KP0.242261503034
I24,J142,KP0.228040968094
I24,J143,KP0.582934309737
I24,J144,KP0.099876429822
I24,J152,KP0.242261503034
I24,J154,KP0.582934309737
I24,J156,KP0.32617937791
I24,J159,KP0.161389482064
I24,J160,KP0.100383553772
I24,J162,KP0.582934309737
I24,J166,KP0.582934309737
I24,J167,KP0.582934309737
I24,J168,KP0.582934309737
I24,J169,KP0.242261503034
I24,J170,KP0.100858846334
I24,J180,KP0.582934309737
I24,J182,KP0.101040022244
I24,J185,KP0.104855443453
I24,J186,KP0.105331822634
I24,J187,KP0.161389482064
I24,J188,KP0.112353080386
I24,J189,KP0.114607687854
I24,J190,KP0.117369439079
I24,J192,KP0.242261503034
I24,J193,KP0.161389482064
I24,J194,KP0.140661918182
I24,J195,KP0.32617937791
I24,J196,KP0.116093970257
I24,J197,KP0.313593323424
I24,J198,KP0.116093970257
I24,J200,KP0.582934309737
I24,J201,KP0.582934309737
I24,J202,KP0.582934309737
I24,J203,KP0.582934309737
I24,J204,KP0.242261503034
I24,J206,KP0.582934309737
I24,J208,KP0.119847595718
I24,J210,KP0.492776887384
I24,J212,KP0.119847595718
I24,J222,KP0.582934309737
I24,J226,KP0.124864039371
I24,J228,KP0.582934309737
I24,J230,KP0.124864039371
I24,J234,KP0.13179726279
I24,J238,KP0.13179726279
I24,J240,KP0.141797190921
I24,J241,KP0.161389482064
I24,J242,KP0.228040968094
I24,J244,KP0.157047666249
I24,J246,KP0.242261503034
I24,J248,KP0.32617937791
I24,J249,KP0.582934309737
I24,J250,KP0.228040968094
I24,J252,KP0.582934309737
I24,J254,KP0.582934309737
I24,J258,KP0.32617937791
I24,J264,KP0.582934309737
I25,J26,KP0.536644003805
I25,J28,KP0.236109002736
I25,J30,KP0.161389482064
I25,J31,KP0.805825817706
I25,J32,KP0.542133434937
I25,J36,KP0.999999647584
I25,J37,KP0.410856443679
I25,J38,KP0.400102809974
I25,J40,KP0.805825817706
I25,J48,KP0.998201658472
I25,J50,KP0.0476157506376
I25,J51,KP0.542133434937
I25,J52,KP0.351833543157
I25,J57,KP0.805825817706
I25,J58,KP0.805825817706
I25,J61,KP0.161389482064
I25,J62,KP0.387525997548
I25,J69,KP9.01149698617e-05
I25,J70,KP0.486605187716
I25,J72,KP0.000211998358334
I25,J73,KP0.800895027969
I25,J74,KP0.0686998999468
I25,J76,KP0.000248776675652
I25,J77,KP0.236109002736
I25,J78,KP0.470088348945
I25,J80,KP0.0631702016259
I25,J81,KP0.114322064242
I25,J82,KP0.00420884924211
I25,J84,KP0.313593323424
I25,J85,KP0.00906179193793
I25,J86,KP0.0621951681539
I25,J87,KP0.00183037087187
I25,J88,KP0.0703355767983
I25,J90,KP0.236109002736
I25,J92,KP0.00906179193793
I25,J95,KP0.542133434937
I25,J96,KP0.236109002736
I25,J97,KP0.0476157506376
I25,J98,KP0.0173030916132
I25,J99,KP0.805825817706
I25,J100,KP0.0476157506376
I25,J101,KP0.68022121155
I25,J102,KP0.0343593391949
I25,J104,KP0.313593323424
I25,J105,KP0.542133434937
I25,J106,KP0.236109002736
I25,J110,KP0.313593323424
I25,J112,KP0.236109002736
I25,J113,KP0.236109002736
I25,J114,KP0.00906179193793
I25,J117,KP0.161389482064
I25,J118,KP0.313593323424
I25,J120,KP0.860807879968
I25,J122,KP0.0359315619833
I25,J128,KP0.542133434937
I25,J132,KP0.313593323424
I25,J134,KP0.542133434937
I25,J136,KP0.0476157506376
I25,J141,KP0.448778544263
I25,J142,KP0.999164246627
I25,J143,KP0.805825817706
I25,J144,KP0.017821731743
I25,J152,KP0.236109002736
I25,J154,KP0.805825817706
I25,J156,KP0.729803794731
I25,J159,KP0.955273375507
I25,J160,KP0.00483651749416
I25,J162,KP0.805825817706
I25,J166,KP0.542133434937
I25,J167,KP0.675863377462
I25,J168,KP0.805825817706
I25,J169,KP0.236109002736
I25,J170,KP0.00825131389667
I25,J180,KP0.805825817706
I25,J182,KP0.00754817268316
I25,J185,KP0.00525199691914
I25,J186,KP0.0216362614442
I25,J187,KP0.0476157506376
I25,J188,KP0.290060251885
I25,J189,KP0.446445139326
I25,J190,KP4.88702849874e-05
I25,J192,KP0.236109002736
I25,J193,KP0.955273375507
I25,J194,KP0.562979053715
I25,J195,KP0.236109002736
I25,J196,KP0.226746796214
I25,J197,KP0.0476157506376
I25,J198,KP7.5041815134e-05
I25,J200,KP0.675863377462
I25,J201,KP0.675863377462
I25,J202,KP0.805825817706
I25,J203,KP0.805825817706
I25,J204,KP0.952328820489
I25,J206,KP0.313593323424
I25,J208,KP0.176081683806
I25,J210,KP0.109380113916
I25,J212,KP9.41707546013e-05
I25,J222,KP0.805825817706
I25,J226,KP0.131086450468
I25,J228,KP0.228040968094
I25,J230,KP0.000161657431219
I25,J234,KP0.0820577401208
I25,J238,KP0.000226369135851
I25,J240,KP0.0487158706764
I25,J241,KP0.0476157506376
I25,J242,KP0.0476157506376
I25,J244,KP0.130016975307
I25,J246,KP0.236109002736
I25,J248,KP0.236109002736
I25,J249,KP0.805825817706
I25,J250,KP0.216746235367
I25,J252,KP0.805825817706
I25,J254,KP0.542133434937
I25,J258,KP0.236109002736
I25,J264,KP0.805825817706
I26,J28,KP0.00198622556129
I26,J30,KP0.0973505449421
I26,J31,KP0.375267506552
I26,J32,KP0.101470396401
I26,J36,KP0.763920038434
I26,J37,KP0.690258890091
I26,J38,KP9.52040110364e-14
I26,J40,KP0.115149676816
I26,J48,KP0.936898597772
I26,J50,KP0.0448250923256
I26,J51,KP0.325022996288
I26,J52,KP3.10411474326e-19
I26,J57,KP0.104788063272
I26,J58,KP0.794171108144
I26,J61,KP0.0972626422653
I26,J62,KP1.8064562025e-17
I26,J69,KP9.37250014188e-27
I26,J70,KP1.11897397456e-08
I26,J72,KP1.75502979245e-22
I26,J73,KP1.55489789048e-09
I26,J74,KP7.72658007802e-64
I26,J76,KP7.76774652625e-20
I26,J77,KP0.00216995619719
I26,J78,KP5.18396561469e-07
I26,J80,KP1.29607899642e-58
I26,J81,KP0.00218621793514
I26,J82,KP1.05484998966e-10
I26,J84,KP0.0979641696593
I26,J85,KP2.95425645248e-05
I26,J86,KP0.00652460264233
I26,J87,KP3.02236921483e-09
I26,J88,KP1.26945466841e-39
I26,J90,KP0.0513407847537
I26,J92,KP2.00583848563e-07
I26,J95,KP0.0989736598765
I26,J96,KP0.00428100101226
I26,J97,KP0.204713596979
I26,J98,KP0.0175883893953
I26,J99,KP0.11796898525
I26,J100,KP9.0654625156e-05
I26,J101,KP0.0246367139665
I26,J102,KP1.1746972221e-42
I26,J104,KP0.0979641696593
I26,J105,KP0.101638925708
I26,J106,KP0.00917193429198
I26,J110,KP0.0979641696593
I26,J112,KP0.445476075478
I26,J113,KP0.0144931395165
I26,J114,KP0.0034290007066
I26,J117,KP0.0972626422653
I26,J118,KP0.0979641696593
I26,J120,KP0.100602483733
I26,J122,KP6.33240417842e-41
I26,J128,KP0.102054212779
I26,J132,KP0.0979641696593
I26,J134,KP0.0989736598765
I26,J136,KP2.14254678553e-05
I26,J141,KP0.0362594272233
I26,J142,KP0.843350784004
I26,J143,KP0.549430528158
I26,J144,KP1.9798010781e-58
I26,J152,KP0.00216995619719
I26,J154,KP0.379905783412
I26,J156,KP0.59337232753
I26,J159,KP0.84272680583
I26,J160,KP1.90176433956e-71
I26,J162,KP0.103834937823
I26,J166,KP0.652262835075
I26,J167,KP0.651557879528
I26,J168,KP0.125299687936
I26,J169,KP0.0189089419015
I26,J170,KP4.85800348694e-58
I26,J180,KP0.120094574241
I26,J182,KP1.64022327629e-52
I26,J185,KP7.30928902348e-13
I26,J186,KP4.67220722204e-23
I26,J187,KP5.3567357298e-06
I26,J188,KP5.35886435969e-05
I26,J189,KP6.67044772843e-05
I26,J190,KP6.20114239121e-30
I26,J192,KP0.00149831440857
I26,J193,KP0.114399399671
I26,J194,KP0.0445309511926
I26,J195,KP0.00201855785821
I26,J196,KP0.0311013189379
I26,J197,KP1.98457287691e-05
I26,J198,KP5.64033459424e-20
I26,J200,KP0.102470908398
I26,J201,KP0.766578205161
I26,J202,KP0.239676525482
I26,J203,KP0.158422772415
I26,J204,KP0.57660065361
I26,J206,KP0.0979641696593
I26,J208,KP0.105668401187
I26,J210,KP0.00147262828079
I26,J212,KP2.53754516726e-19
I26,J222,KP0.143948677236
I26,J226,KP0.264737665133
I26,J228,KP0.097362603368
I26,J230,KP2.17667135728e-16
I26,J234,KP0.20877450626
I26,J238,KP2.31332681988e-12
I26,J240,KP0.57851941345
I26,J241,KP0.00181722666441
I26,J242,KP0.000186465641825
I26,J244,KP0.740106829783
I26,J246,KP0.0513407847537
I26,J248,KP0.0136851478022
I26,J249,KP0.292282924568
I26,J250,KP0.911640789865
I26,J252,KP0.143948677236
I26,J254,KP0.0989736598765
I26,J258,KP0.185925291183
I26,J264,KP0.60899409626
I28,J30,KP0.242261503034
I28,J31,KP0.871589395986
I28,J32,KP0.242261503034
I28,J36,KP0.208984830575
I28,J37,KP0.0174018906558
I28,J38,KP0.00206227932469
I28,J40,KP0.999134357736
I28,J48,KP0.242261503034
I28,J50,KP0.0575078929668
I28,J51,KP0.688997631871
I28,J52,KP0.00209331352156
I28,J57,KP0.242261503034
I28,J58,KP0.688997631871
I28,J61,KP0.242261503034
I28,J62,KP0.00211509786265
I28,J69,KP0.0130778167252
I28,J70,KP0.00220526725713
I28,J72,KP0.0178671032322
I28,J73,KP0.00289907051641
I28,J74,KP0.00279552388624
I28,J76,KP0.0259811482234
I28,J77,KP0.208984830575
I28,J78,KP0.00323985024136
I28,J80,KP0.00257503696894
I28,J81,KP0.0575078929668
I28,J82,KP0.0953835506189
I28,J84,KP0.242261503034
I28,J85,KP0.0214793455391
I28,J86,KP0.00502690693856
I28,J87,KP0.0235252267754
I28,J88,KP0.00268491169043
I28,J90,KP0.208984830575
I28,J92,KP0.0648876312174
I28,J95,KP0.242261503034
I28,J96,KP0.208984830575
I28,J97,KP0.0575078929668
I28,J98,KP0.0119822228781
I28,J99,KP0.688997631871
I28,J100,KP0.0575078929668
I28,J101,KP0.0119822228781
I28,J102,KP0.00313202683066
I28,J104,KP0.242261503034
I28,J105,KP0.242261503034
I28,J106,KP0.208984830575
I28,J110,KP0.242261503034
I28,J112,KP0.208984830575
I28,J113,KP0.208984830575
I28,J114,KP0.0456629670088
I28,J117,KP0.242261503034
I28,J118,KP0.242261503034
I28,J120,KP0.0141949486595
I28,J122,KP0.00323215552023
I28,J128,KP0.242261503034
I28,J132,KP0.242261503034
I28,J134,KP0.242261503034
I28,J136,KP0.109380113916
I28,J141,KP0.208984830575
I28,J142,KP0.0575078929668
I28,J143,KP0.688997631871
I28,J144,KP0.00346009447837
I28,J152,KP0.208984830575
I28,J154,KP0.688997631871
I28,J156,KP0.208984830575
I28,J159,KP0.0575078929668
I28,J160,KP0.00406432674286
I28,J162,KP0.242261503034
I28,J166,KP0.688997631871
I28,J167,KP0.688997631871
I28,J168,KP0.688997631871
I28,J169,KP0.208984830575
I28,J170,KP0.00408628983004
I28,J180,KP0.688997631871
I28,J182,KP0.00326546634934
I28,J185,KP0.00478448419544
I28,J186,KP0.00396040636038
I28,J187,KP0.109380113916
I28,J188,KP0.00393598275125
I28,J189,KP0.0045625845974
I28,J190,KP0.00929979480626
I28,J192,KP0.208984830575
I28,J193,KP0.0575078929668
I28,J194,KP0.0174018906558
I28,J195,KP0.208984830575
I28,J196,KP0.00395935586104
I28,J197,KP0.0711643284856
I28,J198,KP0.0157145646716
I28,J200,KP0.242261503034
I28,J201,KP0.688997631871
I28,J202,KP0.688997631871
I28,J203,KP0.688997631871
I28,J204,KP0.208984830575
I28,J206,KP0.242261503034
I28,J208,KP0.00397630303401
I28,J210,KP0.208984830575
I28,J212,KP0.0194506734698
I28,J222,KP0.688997631871
I28,J226,KP0.00393598275125
I28,J228,KP0.242261503034
I28,J230,KP0.0295161278089
I28,J234,KP0.00483218058429
I28,J238,KP0.0225530010618
I28,J240,KP0.00630146024796
I28,J241,KP0.0575078929668
I28,J242,KP0.0575078929668
I28,J244,KP0.00894705162021
I28,J246,KP0.208984830575
I28,J248,KP0.208984830575
I28,J249,KP0.688997631871
I28,J250,KP0.0575078929668
I28,J252,KP0.688997631871
I28,J254,KP0.242261503034
I28,J258,KP0.208984830575
I28,J264,KP0.688997631871
I30,J31,KP0.582934309737
I30,J32,KP0.582934309737
I30,J36,KP0.242261503034
I30,J37,KP0.140661918182
I30,J38,KP0.097381995594
I30,J40,KP0.582934309737
I30,J48,KP0.582934309737
I30,J50,KP0.161389482064
I30,J51,KP0.582934309737
I30,J52,KP0.097395872973
I30,J57,KP0.582934309737
I30,J58,KP0.582934309737
I30,J61,KP0.582934309737
I30,J62,KP0.0972963169219
I30,J69,KP0.106098541944
I30,J70,KP0.0973735155322
I30,J72,KP0.107667091748
I30,J73,KP0.100531582387
I30,J74,KP0.097602245738
I30,J76,KP0.109687124528
I30,J77,KP0.242261503034
I30,J78,KP0.10178245585
I30,J80,KP0.0976192075764
I30,J81,KP0.161389482064
I30,J82,KP0.128679201529
I30,J84,KP0.582934309737
I30,J85,KP0.140661918182
I30,J86,KP0.106098541944
I30,J87,KP0.157047666249
I30,J88,KP0.0974367970647
I30,J90,KP0.242261503034
I30,J92,KP0.140661918182
I30,J95,KP0.582934309737
I30,J96,KP0.242261503034
I30,J97,KP0.161389482064
I30,J98,KP0.115978405547
I30,J99,KP0.582934309737
I30,J100,KP0.228040968094
I30,J101,KP0.115978405547
I30,J102,KP0.0975662342448
I30,J104,KP0.582934309737
I30,J105,KP0.582934309737
I30,J106,KP0.242261503034
I30,J110,KP0.582934309737
I30,J112,KP0.242261503034
I30,J113,KP0.242261503034
I30,J114,KP0.140661918182
I30,J117,KP0.582934309737
I30,J118,KP0.582934309737
I30,J120,KP0.121096490544
I30,J122,KP0.0975866285343
I30,J128,KP0.582934309737
I30,J132,KP0.582934309737
I30,J134,KP0.582934309737
I30,J136,KP0.161389482064
I30,J141,KP0.242261503034
I30,J142,KP0.161389482064
I30,J143,KP0.582934309737
I30,J144,KP0.0976310497422
I30,J152,KP0.242261503034
I30,J154,KP0.582934309737
I30,J156,KP0.242261503034
I30,J159,KP0.161389482064
I30,J160,KP0.0977373751152
I30,J162,KP0.582934309737
I30,J166,KP0.582934309737
I30,J167,KP0.582934309737
I30,J168,KP0.582934309737
I30,J169,KP0.242261503034
I30,J170,KP0.0978367064889
I30,J180,KP0.582934309737
I30,J182,KP0.0978744894525
I30,J185,KP0.104855443453
I30,J186,KP0.0987568119743
I30,J187,KP0.161389482064
I30,J188,KP0.112353080386
I30,J189,KP0.103853081534
I30,J190,KP0.10303274459
I30,J192,KP0.242261503034
I30,J193,KP0.161389482064
I30,J194,KP0.140661918182
I30,J195,KP0.242261503034
I30,J196,KP0.107667091748
I30,J197,KP0.161389482064
I30,J198,KP0.107667091748
I30,J200,KP0.582934309737
I30,J201,KP0.582934309737
I30,J202,KP0.582934309737
I30,J203,KP0.582934309737
I30,J204,KP0.242261503034
I30,J206,KP0.582934309737
I30,J208,KP0.109687124528
I30,J210,KP0.242261503034
I30,J212,KP0.109687124528
I30,J222,KP0.582934309737
I30,J226,KP0.112353080386
I30,J228,KP0.582934309737
I30,J230,KP0.112353080386
I30,J234,KP0.115978405547
I30,J238,KP0.115978405547
I30,J240,KP0.121096490544
I30,J241,KP0.161389482064
I30,J242,KP0.161389482064
I30,J244,KP0.128679201529
I30,J246,KP0.242261503034
I30,J248,KP0.242261503034
I30,J249,KP0.582934309737
I30,J250,KP0.161389482064
I30,J252,KP0.582934309737
I30,J254,KP0.582934309737
I30,J258,KP0.242261503034
I30,J264,KP0.582934309737
I31,J32,KP0.88679540259
I31,J36,KP0.688997631871
I31,J37,KP0.182132485256
I31,J38,KP0.417668446273
I31,J40,KP0.88679540259
I31,J48,KP0.582934309737
I31,J50,KP0.228040968094
I31,J51,KP0.88679540259
I31,J52,KP0.41967267122
I31,J57,KP0.582934309737
I31,J58,KP0.582934309737
I31,J61,KP0.582934309737
I31,J62,KP0.405812932031
I31,J69,KP0.553394571969
I31,J70,KP0.370553036011
I31,J72,KP0.621364762536
I31,J73,KP0.181517658875
I31,J74,KP0.591127686842
I31,J76,KP0.579503817632
I31,J77,KP0.688997631871
I31,J78,KP0.202797111265
I31,J80,KP0.572604421273
I31,J81,KP0.675863377462
I31,J82,KP0.790999213867
I31,J84,KP0.582934309737
I31,J85,KP0.816924392485
I31,J86,KP0.220084694226
I31,J87,KP0.790999213867
I31,J88,KP0.522260107862
I31,J90,KP0.492776887384
I31,J92,KP0.894379639723
I31,J95,KP0.582934309737
I31,J96,KP0.688997631871
I31,J97,KP0.228040968094
I31,J98,KP0.399843505089
I31,J99,KP0.582934309737
I31,J100,KP0.805825817706
I31,J101,KP0.56640905141
I31,J102,KP0.538882079046
I31,J104,KP0.582934309737
I31,J105,KP0.582934309737
I31,J106,KP0.688997631871
I31,J110,KP0.582934309737
I31,J112,KP0.32617937791
I31,J113,KP0.688997631871
I31,J114,KP0.533768754409
I31,J117,KP0.582934309737
I31,J118,KP0.582934309737
I31,J120,KP0.471765271842
I31,J122,KP0.532953147639
I31,J128,KP0.582934309737
I31,J132,KP0.582934309737
I31,J134,KP0.582934309737
I31,J136,KP0.805825817706
I31,J141,KP0.688997631871
I31,J142,KP0.228040968094
I31,J143,KP0.582934309737
I31,J144,KP0.587946358397
I31,J152,KP0.688997631871
I31,J154,KP0.582934309737
I31,J156,KP0.32617937791
I31,J159,KP0.228040968094
I31,J160,KP0.678660094442
I31,J162,KP0.582934309737
I31,J166,KP0.582934309737
I31,J167,KP0.582934309737
I31,J168,KP0.582934309737
I31,J169,KP0.688997631871
I31,J170,KP0.635282122369
I31,J180,KP0.582934309737
I31,J182,KP0.605444670874
I31,J185,KP0.854798510905
I31,J186,KP0.512984007578
I31,J187,KP0.805825817706
I31,J188,KP0.544350644605
I31,J189,KP0.352718650442
I31,J190,KP0.82016259657
I31,J192,KP0.688997631871
I31,J193,KP0.313593323424
I31,J194,KP0.533768754409
I31,J195,KP0.688997631871
I31,J196,KP0.282087825613
I31,J197,KP0.805825817706
I31,J198,KP0.621364762536
I31,J200,KP0.582934309737
I31,J201,KP0.582934309737
I31,J202,KP0.582934309737
I31,J203,KP0.582934309737
I31,J204,KP0.32617937791
I31,J206,KP0.582934309737
I31,J208,KP0.26902109059
I31,J210,KP0.688997631871
I31,J212,KP0.579503817632
I31,J222,KP0.582934309737
I31,J226,KP0.247100717953
I31,J228,KP0.582934309737
I31,J230,KP0.618025516431
I31,J234,KP0.266429727202
I31,J238,KP0.702805637834
I31,J240,KP0.221352893958
I31,J241,KP0.675863377462
I31,J242,KP0.805825817706
I31,J244,KP0.272506014906
I31,J246,KP0.492776887384
I31,J248,KP0.688997631871
I31,J249,KP0.582934309737
I31,J250,KP0.228040968094
I31,J252,KP0.582934309737
I31,J254,KP0.582934309737
I31,J258,KP0.32617937791
I31,J264,KP0.582934309737
I32,J36,KP0.492776887384
I32,J37,KP0.140661918182
I32,J38,KP0.101910404006
I32,J40,KP0.582934309737
I32,J48,KP0.582934309737
I32,J50,KP0.161389482064
I32,J51,KP0.582934309737
I32,J52,KP0.102105020089
I32,J57,KP0.582934309737
I32,J58,KP0.582934309737
I32,J61,KP0.582934309737
I32,J62,KP0.102192562148
I32,J69,KP0.145668404835
I32,J70,KP0.102785972877
I32,J72,KP0.155376740177
I32,J73,KP0.120256872775
I32,J74,KP0.104642651064
I32,J76,KP0.168452153744
I32,J77,KP0.32617937791
I32,J78,KP0.125113595263
I32,J80,KP0.103282796203
I32,J81,KP0.228040968094
I32,J82,KP0.228570725858
I32,J84,KP0.582934309737
I32,J85,KP0.232623759692
I32,J86,KP0.136921553656
I32,J87,KP0.190202765495
I32,J88,KP0.103943035821
I32,J90,KP0.32617937791
I32,J92,KP0.140661918182
I32,J95,KP0.582934309737
I32,J96,KP0.32617937791
I32,J97,KP0.228040968094
I32,J98,KP0.168684501232
I32,J99,KP0.582934309737
I32,J100,KP0.313593323424
I32,J101,KP0.149327997345
I32,J102,KP0.105355920054
I32,J104,KP0.582934309737
I32,J105,KP0.582934309737
I32,J106,KP0.242261503034
I32,J110,KP0.582934309737
I32,J112,KP0.32617937791
I32,J113,KP0.32617937791
I32,J114,KP0.232623759692
I32,J117,KP0.582934309737
I32,J118,KP0.582934309737
I32,J120,KP0.165265947133
I32,J122,KP0.105681398722
I32,J128,KP0.582934309737
I32,J132,KP0.582934309737
I32,J134,KP0.582934309737
I32,J136,KP0.313593323424
I32,J141,KP0.242261503034
I32,J142,KP0.228040968094
I32,J143,KP0.582934309737
